Ano de exibição	Título da obra	Gênero	País(es) produtor(es) da obra	Nacionalidade da obra	Empresa distribuidora	Origem da empresa distribuidora	Público no ano de exibição	Renda (R$) no ano de exibição
2010	Cine Cocoricó: As Aventuras na Cidade	Ficção	Brasil	Brasileira	Moviemobz	Distribuição Nacional	1	0
2010	Cinema, Aspirinas e Urubus	Ficção	Brasil	Brasileira	Imovision	Distribuição Nacional	7	35
2010	Coco antes de Chanel	Ficção	França	Estrangeira	Warner	Distribuição Internacional	35837	287803
2010	Coco Chanel & Igor Stravinsky	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	55801	545940,82
2010	Coincidências do amor	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	353109	3440001,5
2010	Comer, rezar e amar	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	1848473	17599455,79
2010	Como cães e gatos 2 – a vingança de Kitty Galore	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	564960	6264108
2010	Como esquecer	Ficção	Brasil	Brasileira	Europa	Distribuição Nacional	32475	280320,79
2010	Como Festejei o Fim do Mundo	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	595	2576,5
2010	Como treinar seu dragão	Animação	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	2044487	21937784
2010	Confusões em Família	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	6608	59583,28
2010	Contatos de 4º Grau	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	208200	1799512,13
2010	Contos da era dourada	Ficção	Romênia	Estrangeira	Imovision	Distribuição Nacional	5127	55201,67
2010	Coração louco	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	64065	598195
2010	Crepúsculo	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	841	3480,51
2010	Criação	Ficção	Inglaterra	Estrangeira	Imagem	Distribuição Nacional	21241	187468,84
2010	Cyrus	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	8898	96552
2010	Código de Conduta	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	3432	28245,73
2010	De passagem	Ficção	Brasil	Brasileira	Raiz Distribuidora	Distribuição Nacional	2081	6388
2010	De pernas pro ar	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	447822	3711269,2
2010	Deixa ela Entrar	Ficção	Suécia	Estrangeira	Filmes da Mostra	Distribuição Nacional	6041	55840
2010	Demônio	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	120060	1082973
2010	Depois de ontem, antes de amanhã	Documentário	Brasil	Brasileira	Vega Filmes	Distribuição Nacional	85	908
2010	Desejo e Perigo	Ficção	China	Estrangeira	Europa	Distribuição Nacional	252	1191,83
2010	Desejo e poder	Ficção	Reino Unido	Estrangeira	Moviemobz	Distribuição Nacional	4094	37122
2010	Destinos ligados	Ficção	Espanha, Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	24051	251639,41
2010	Deu a louca nos bichos	Ficção	Emirados Árabes Unidos, Estados Unidos	Estrangeira	Paris	Distribuição Nacional	96104	749841,24
2010	Direito de Amar	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	59187	550757,31
2010	Distrito 9	Ficção	África do Sul, Canadá, Estados Unidos, Nova Zelândia	Estrangeira	Sony	Distribuição Internacional	517	2599
2010	Divã	Ficção	Brasil	Brasileira	Downtown/RioFilme	Distribuição Nacional	50	150
2010	Diário perdido	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	21146	194264,06
2010	Diário Proibido	Ficção	Espanha	Estrangeira	Playarte	Distribuição Nacional	394	3125,81
2010	Do Começo ao Fim	Ficção	Brasil	Brasileira	Downtown/RioFilme	Distribuição Nacional	17179	134796,31
2010	Doce Brasil holandês	Documentário	Brasil	Brasileira	M. Schmiedt Produções	Distribuição Nacional	2115	10253
2010	Doce de Coco	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	875	3442
2010	Dois em Um	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	43	257,4
2010	Dois irmãos	Ficção	Argentina	Estrangeira	Imovision	Distribuição Nacional	35672	357061,32
2010	Dupla implacável	Ficção	França	Estrangeira	Playarte	Distribuição Nacional	258715	2279508,6
2010	Dzi Croquettes	Documentário	Brasil	Brasileira	Imovision	Distribuição Nacional	23687	227115,71
2010	Educação	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	60451	611826,25
2010	Elevado 3.5	Documentário	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	886	8118
2010	Elsa e Fred	Ficção	Argentina, Espanha	Estrangeira	Pandora Filmes	Distribuição Nacional	492	2118
2010	Elvis e Madona	Ficção	Brasil	Brasileira	Pipa Produções	Distribuição Nacional	889	2157
2010	Elza	Documentário	Brasil	Brasileira	Gávea Filmes e Produções	Distribuição Nacional	1036	5304,5
2010	Em busca de uma nova chance	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	38706	366261,43
2010	Em teu nome	Ficção	Brasil	Brasileira	Accorde Audiovisuais	Distribuição Nacional	47413	203675,61
2010	Embarque Imediato	Ficção	Brasil	Brasileira	Europa/RioFilme	Distribuição Nacional	2470	9104,56
2010	Encontro de Casais	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	459681	4113398
2010	Encontro explosivo	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	1683065	15262450
2010	Enfim viúva	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	35714	331475,9
2010	Enquanto o Sol não Vem	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	1512	7936,08
2010	Ensaio Sobre a Cegueira	Ficção	Brasil, Canadá, Japão	Brasileira	Fox	Distribuição Internacional	75	225
2010	Enterrado Vivo	Ficção	Estados Unidos	Estrangeira	Califórnia	Distribuição Nacional	43230	382491,73
2010	Entre irmãos	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	65225	596958,01
2010	Entre os Muros da Escola	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	125	605
2010	Ervas Daninhas	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	34341	321856,85
2010	Esquadrão Classe A	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	423206	3791708
2010	Eu e meu guarda-chuva	Ficção	Brasil	Brasileira	Fox	Distribuição Internacional	98006	718315
2010	Eu matei minha mãe	Ficção	Canadá	Estrangeira	Ab Filmes	Distribuição Nacional	12727	117799,66
2010	Fados	Documentário	Espanha, Portugal	Estrangeira	Europa	Distribuição Nacional	466	3317,5
2010	Fama	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	375	2240
2010	Federal	Ficção	Brasil	Brasileira	Europa/RioFilme	Distribuição Nacional	113420	985378,16
2010	Feliz Natal	Ficção	Brasil	Brasileira	Europa	Distribuição Nacional	51	178
2010	Filhos de João, Admirável Mundo Novo Baiano	Documentário	Brasil	Brasileira	Pipa Produções	Distribuição Nacional	512	1189
2010	Filme Socialismo	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	6181	63063,2
2010	Filmefobia	Ficção	Brasil	Brasileira	Polifilmes	Distribuição Nacional	45	174
2010	Flor do Deserto	Ficção	Inglaterra	Estrangeira	Imovision	Distribuição Nacional	38585	368348,46
2010	Fluidos	Ficção	Brasil	Brasileira	Polifilmes	Distribuição Nacional	300	2644
2010	Fôlego	Ficção	Coréia do Sul	Estrangeira	Pandora Filmes	Distribuição Nacional	335	1876
2010	Fúria de titãs	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	2502709	28459279
2010	Garapa	Documentário	Brasil	Brasileira	Downtown	Distribuição Nacional	3	25
2010	Garfield 3D - um super herói animal	Animação	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	359151	4187020,86
2010	Garota Infernal	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	116	554
2010	Garoto Cósmico	Animação	Brasil	Brasileira	Downtown	Distribuição Nacional	4834	14803
2010	Gente grande	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	1524940	13082594,62
2010	Gigante	Ficção	Uruguai	Estrangeira	Imovision	Distribuição Nacional	681	4158
2010	Godard, Truffaut e a Nouvelle Vague	Documentário	França	Estrangeira	Imovision	Distribuição Nacional	4961	53415,5
2010	Goodbye...Solo	Ficção	Estados Unidos	Estrangeira	Imovision	Distribuição Nacional	24	264
2010	Gran Torino	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	18	135
2010	Grêmio 10x0	Documentário	Brasil	Brasileira	G7 Cinema	Distribuição Nacional	379	3697,49
2010	Guerra ao Terror	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	158161	1407303,05
2010	Halloween 2	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	26488	216410,98
2010	Hanami - Cerejeiras em Flor	Ficção	Alemanha	Estrangeira	Filmes da Mostra	Distribuição Nacional	66537	609448,44
2010	Harry Potter e as relíquias da morte - Parte 1	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	4401163	37655019,44
2010	Herbert de Perto	Documentário	Brasil	Brasileira	Imagem	Distribuição Nacional	296	1348,5
2010	High School Musical - O desafio	Ficção	Brasil	Brasileira	Sony	Distribuição Internacional	299023	2010160,17
2010	Histórias de amor duram apenas 90 minutos	Ficção	Brasil	Brasileira	Downtown/RioFilme	Distribuição Nacional	10153	83428,11
2010	Homens em fúria	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	54408	550048
2010	Homens que encaravam cabras	Ficção	Estados Unidos, Reino Unido	Estrangeira	Sony	Distribuição Internacional	22223	246815,75
2010	Honeydripper	Ficção	Estados Unidos	Estrangeira	Imovision	Distribuição Nacional	61	602
2010	Horas de Verão	Ficção	França	Estrangeira	Filmes da Mostra	Distribuição Nacional	5	25
2010	Há Tanto Tempo que te Amo	Ficção	França	Estrangeira	Moviemobz	Distribuição Nacional	860	4289,5
2010	Idas e Vindas do Amor	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	863445	7612165
2010	Ilha do Medo	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	893212	8405590
2010	Insolação	Ficção	Brasil	Brasileira	Europa	Distribuição Nacional	2395	19467,19
2010	Instinto de Vingança	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	20065	166043,49
2010	Invictus	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	357980	3523304
2010	Inútil	Documentário	China, Hong Kong	Estrangeira	Filmes da Mostra	Distribuição Nacional	7	35
2010	JACKASS 3D	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	66932	922633
2010	Jards Macalé - Um morcego na porta principal	Documentário	Brasil	Brasileira	Moviemobz	Distribuição Nacional	1588	14321,8
2010	Jean Charles	Ficção	Brasil	Brasileira	Imagem	Distribuição Nacional	842	2517
2010	Jogos Mortais - O final	Ficção	Canadá, Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	593234	7253495,75
2010	Jogos Mortais 6	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	3852	19281
2010	José e Pilar	Documentário	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	29033	263988,01
2010	Julie e Julia	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	46191	381648
2010	Juntos pelo acaso	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	475608	4206329,45
2010	Juventude	Ficção	Brasil	Brasileira	Filmes do Estação	Distribuição Nacional	286	2459
2010	Karate Kid	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	2104835	17682125,01
2010	Katyn	Ficção	Polônia	Estrangeira	Moviemobz	Distribuição Nacional	60	316
2010	Kick-ass - quebrando tudo	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	53176	498571
2010	Lanchonete Olympia	Ficção	Estados Unidos	Estrangeira	Moviemobz	Distribuição Nacional	46	318,5
2010	Leis de família	Ficção	Argentina	Estrangeira	Imovision	Distribuição Nacional	5	50
2010	Lembranças	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	428999	3436359,67
2010	Lissi e o reino dos birutas	Animação	Alemanha	Estrangeira	Serendip	Distribuição Nacional	7334	55444,33
2010	London River - destinos cruzados	Ficção	Reino Unido	Estrangeira	Califórnia	Distribuição Nacional	11287	97093,84
2010	Lope	Ficção	Brasil	Brasileira	Warner	Distribuição Internacional	597	6143
2010	Lua Nova	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	278380	2037056,25
2010	Lula, O Filho do Brasil	Ficção	Brasil	Brasileira	Downtown/Europa	Distribuição Nacional	848494	7065555,9
2010	Luto Como Mãe	Documentário	Brasil	Brasileira	TV Zero Cinema	Distribuição Nacional	ND	ND
2010	Luzes na escuridão	Ficção	Alemanha, Finlândia, França	Estrangeira	Pandora Filmes	Distribuição Nacional	2812	22698,7
2010	Léo e Bia	Ficção	Brasil	Brasileira	Copacabana Filmes	Distribuição Nacional	1496	13908
2010	Machete	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	11690	116221,21
2010	Mademoiselle Chambon	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	36386	338781,26
2010	Mais que o máximo	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	3036	32175,19
2010	Manhã Transfigurada	Ficção	Brasil	Brasileira	Pandora Filmes	Distribuição Nacional	294	1564,5
2010	Marmaduke	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	255182	1801729
2010	Mary e Max - uma amizade diferente	Animação	Austrália	Estrangeira	Playarte	Distribuição Nacional	32285	291603,76
2010	Maré de azar	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	7188	63085,53
2010	Medos Privados em Lugares Públicos	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	7460	70305,76
2010	Megamente	Animação	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	1634469	15803522
2010	Meu Malvado Favorito	Animação	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	2425161	23423043
2010	Meu mundo em perigo	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	618	4658,5
2010	Micmacs - Um plano complicado	Ficção	França	Estrangeira	Sony	Distribuição Internacional	1348	11701,32
2010	Minha terra, África	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	6836	77111,31
2010	Minhas mães e meu pai	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	68172	747694,1
2010	Missão quase impossível	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	149247	1200068,56
2010	Morgue story - sangue, baiacu e quadrinhos	Ficção	Brasil	Brasileira	Moro Comunicação	Distribuição Nacional	1205	6908
2010	Moscou, Bélgica	Ficção	Bélgica	Estrangeira	Filmes da Mostra	Distribuição Nacional	7724	73082,49
2010	Mother - A Busca Pela Verdade	Ficção	Coréia do Sul	Estrangeira	Paris	Distribuição Nacional	12878	116146,7
2010	Muita calma nessa hora	Ficção	Brasil	Brasileira	Europa/RioFilme	Distribuição Nacional	1343433	11676684,59
2010	Nanny McPhee e as lições mágicas	Ficção	Estados Unidos, França, Reino Unido	Estrangeira	Universal	Distribuição Internacional	197753	1592538
2010	Napoli Napoli Napoli	Ficção	Itália	Estrangeira	Paris	Distribuição Nacional	2394	27195
2010	Netto e o domador de cavalos	Ficção	Brasil	Brasileira	Walper Ruas	Distribuição Nacional	2822	21042,5
2010	Nine	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	96043	920174
2010	Ninho Vazio	Ficção	Argentina	Estrangeira	Imovision	Distribuição Nacional	140	739
2010	Ninja Assassino	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	37945	313227
2010	No coração dos deuses	Ficção	Brasil	Brasileira	Raiz Distribuidora	Distribuição Nacional	2500	7500
2010	No meio do mundo	Documentário	França	Estrangeira	Pipa Produções	Distribuição Nacional	1190	6099,5
2010	No meu Lugar	Ficção	Brasil	Brasileira	Downtown/Videofilmes	Distribuição Nacional	1328	6567
2010	Nos Embalos da Disco	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	1559	13725,49
2010	Nosso lar	Ficção	Brasil	Brasileira	Fox	Distribuição Internacional	4060304	36126083
2010	Nova York, Eu te Amo	Ficção	Estados Unidos	Estrangeira	Califórnia	Distribuição Nacional	56170	565486,87
2010	Novidades no Amor	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	357	2569
2010	Não, Minha Filha, Você Não Irá Dançar	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	11557	99166,5
2010	O abraço corporativo	Documentário	Brasil	Brasileira	Idéia Forte	Distribuição Nacional	929	8588
2010	O amor acontece	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	234380	2077909,39
2010	O Amor Pede Passagem	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	47536	380131,02
2010	O Amor Segundo B. Schianberg	Ficção	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	4273	37731,2
2010	O ano em que meus pais saíram de férias	Ficção	Brasil	Brasileira	Sony	Distribuição Internacional	2528	7608,5
2010	O aprendiz de feiticeiro	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	1014740	8474678,58
2010	O Balão Vermelho	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	8	80
2010	O Bem amado	Ficção	Brasil	Brasileira	Sony	Distribuição Internacional	953345	8388166,36
2010	O bom coração	Ficção	Estados Unidos	Estrangeira	Imovision	Distribuição Nacional	2002	20332
2010	O Cavaleiro Didi e a Princesa Lili	Ficção	Brasil	Brasileira	Sony	Distribuição Internacional	245	840
2010	O Caçador	Ficção	Coréia do Sul	Estrangeira	Imovision	Distribuição Nacional	12	64
2010	O ciúme mora ao lado	Ficção	Finlândia	Estrangeira	Imovision	Distribuição Nacional	6191	63830,5
2010	O concerto	Ficção	França, Rússia	Estrangeira	Paris	Distribuição Nacional	12074	138161,36
2010	O Contador de Histórias	Ficção	Brasil	Brasileira	Warner	Distribuição Internacional	196	1036
2010	O Desinformante	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	511	3379
2010	O diabo veste Prada	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	5	21
2010	O Diário de Sintra	Documentário	Brasil	Brasileira	Moviemobz/RioFilme	Distribuição Nacional	537	4364
2010	O escritor fantasma	Ficção	França	Estrangeira	Paris	Distribuição Nacional	119720	1289039,22
2010	O estranho em mim	Ficção	Alemanha	Estrangeira	Filmes da Mostra	Distribuição Nacional	6358	57340,5
2010	O Estudante (2010)	Ficção	México	Estrangeira	Califórnia	Distribuição Nacional	4509	34647,81
2010	O Fada do Dente	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	1197161	9201882
2010	O Fantástico Senhor Raposo	Animação	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	4748	31418
2010	O Fim da Escuridão	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	452734	4067934,29
2010	O Fim da Picada	Ficção	Brasil	Brasileira	Cinegrama	Distribuição Nacional	34	183,5
2010	O garoto de Liverpool	Ficção	Canadá, Reino Unido	Estrangeira	Imagem	Distribuição Nacional	24862	267349,39
2010	O Golfinho - A História de um Sonhador	Animação	Peru	Estrangeira	Fox	Distribuição Internacional	5631	17854
2010	O golpista do ano	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	196274	1932612,43
2010	O Grilo Feliz e os Insetos Gigantes	Animação	Brasil	Brasileira	Fox	Distribuição Internacional	8527	34613
2010	O Grão	Ficção	Brasil	Brasileira	Usina Digital	Distribuição Nacional	1805	12227,75
2010	O guardião	Ficção	Argentina	Estrangeira	Pandora Filmes	Distribuição Nacional	293	1203
2010	O Guerreiro Didi e a Ninja Lili	Ficção	Brasil	Brasileira	Sony	Distribuição Internacional	961	2883
2010	O homem de ferro 2	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	3227105	28358980
2010	O Homem que Engarrafava Nuvens	Documentário	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	19247	150684,5
2010	O inferno de Henri-Georges Clouzot	Documentário	França	Estrangeira	Imovision	Distribuição Nacional	1916	21712,66
2010	O Livro de Eli	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	891788	7935741,25
2010	O Lobisomem	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	856171	7554780
2010	O louco amor de Yves Saint Laurent	Documentário	França	Estrangeira	Serendip	Distribuição Nacional	4996	50894
2010	O Menino da Porteira	Ficção	Brasil	Brasileira	Sony	Distribuição Internacional	247	741
2010	O Mensageiro (2010)	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	19089	182925,65
2010	O Milagre de Santa Luzia	Documentário	Brasil	Brasileira	Miração Filmes	Distribuição Nacional	73	276
2010	O Mundo Encantado de Gigi	Animação	Japão	Estrangeira	Playarte	Distribuição Nacional	20560	155927,61
2010	O mundo imaginário do Dr. Parnassus	Ficção	França	Estrangeira	Sony	Distribuição Internacional	29625	278445,06
2010	O nome dela é Sabine	Documentário	França	Estrangeira	Filmes do Estação	Distribuição Nacional	630	3800,6
2010	O pecado de Hadewijch	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	6921	73997,47
2010	O Pequeno Nicolau	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	148041	1382934,69
2010	O Poder do Soul	Documentário	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	109	728
2010	O Preço da Traição	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	115208	1064831,07
2010	O primeiro que disse	Ficção	Itália	Estrangeira	Imovision	Distribuição Nacional	39	512,5
2010	O profeta	Ficção	França	Estrangeira	Sony	Distribuição Internacional	31353	289956,91
2010	O Que Resta do Tempo	Ficção	Bélgica, França, Itália, Reino Unido, Territórios Palestinos Ocupados	Estrangeira	Imovision	Distribuição Nacional	16015	137481,42
2010	O refúgio	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	7090	67164,3
2010	O retrato de Dorian Gray	Ficção	Reino Unido	Estrangeira	Europa	Distribuição Nacional	782	6763
2010	O segredo dos seus olhos	Ficção	Argentina, Espanha	Estrangeira	Europa	Distribuição Nacional	328128	3274349,01
2010	O sol do meio-dia	Ficção	Brasil	Brasileira	Pandora Filmes	Distribuição Nacional	2777	22110,18
2010	O Solista	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	4882	30597
2010	O solteirão	Ficção	Estados Unidos	Estrangeira	Califórnia	Distribuição Nacional	63566	674157,69
2010	O Ultimo Bandoneon	Documentário	Argentina	Estrangeira	Panda Filmes	Distribuição Nacional	229	1108
2010	O Visitante	Ficção	Estados Unidos	Estrangeira	Moviemobz	Distribuição Nacional	16	115
2010	O último exorcismo	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	402742	3478332,74
2010	O último mestre do ar	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	1568702	16362849
2010	Oceanos	Documentário	França	Estrangeira	Playarte	Distribuição Nacional	8774	92596,25
2010	Olhos azuis	Ficção	Brasil	Brasileira	Imagem	Distribuição Nacional	15499	133821,87
2010	Onde Andará Dulce Veiga?	Ficção	Brasil	Brasileira	Raiz Distribuidora	Distribuição Nacional	2500	7500
2010	Onde Vivem os Monstros	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	85785	820881
2010	Ondine	Ficção	Estados Unidos, Irlanda	Estrangeira	Imagem	Distribuição Nacional	6589	56457,5
2010	Os Contos de Canterbury	Ficção	Itália	Estrangeira	Pandora Filmes	Distribuição Nacional	54	260
2010	Os Estados Unidos contra John Lennon	Documentário	Estados Unidos	Estrangeira	Filmes da Mostra	Distribuição Nacional	8997	100431,89
2010	Os famosos e os duendes da morte	Ficção	Brasil	Brasileira	Warner	Distribuição Internacional	7747	64897
2010	Os Fantasmas de Scrooge	Animação	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	7991	41764
2010	Os Homens que Não Amavam as Mulheres	Ficção	Alemanha, Dinamarca, Noruega, Suécia	Estrangeira	Imagem	Distribuição Nacional	43103	409210,1
2010	Os inquilinos	Ficção	Brasil	Brasileira	Pandora Filmes	Distribuição Nacional	8198	64308,34
2010	Os mercenários	Ficção	Estados Unidos	Estrangeira	Califórnia	Distribuição Nacional	1066176	9599652,93
2010	Os outros caras	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	55787	484165,58
2010	Os vampiros que se mordam	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	474469	3904378
2010	Ouro Negro	Ficção	Brasil	Brasileira	Pandora Filmes	Distribuição Nacional	861	5389
2010	Pachamama	Documentário	Brasil	Brasileira	Videofilmes	Distribuição Nacional	4257	33585
2010	Pacto Secreto	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	113	226
2010	Pandorum	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	42958	362831,69
2010	Par perfeito	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	442635	4246198,5
2010	Paris	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	3995	22971,18
2010	Partir	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	4038	36447,52
2010	Partículas Elementares	Ficção	Alemanha	Estrangeira	Pandora Filmes	Distribuição Nacional	76	397,5
2010	Patativa do Assaré - Ave Poesia	Documentário	Brasil	Brasileira	Sereia Filmes	Distribuição Nacional	73	171
2010	Patrick 1.5	Ficção	Suécia	Estrangeira	Ab Filmes	Distribuição Nacional	11824	105882,74
2010	Pecado da carne	Ficção	Israel	Estrangeira	Ab Filmes	Distribuição Nacional	24525	243955,38
2010	Pecados do meu pai	Documentário	Colômbia	Estrangeira	Serendip	Distribuição Nacional	530	5045,19
2010	Pequenos Invasores	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	54	205
2010	Percy Jackson e o ladrão de raios	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	2005439	16026375
2010	Piranha 3D	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	146620	1550441,5
2010	Planeta 51	Animação	Espanha, Reino Unido	Estrangeira	Imagem	Distribuição Nacional	32043	143743,97
2010	Plano B	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	660838	6156605,25
2010	Polícia, Adjetivo	Ficção	Romênia	Estrangeira	Imovision	Distribuição Nacional	464	2423
2010	Ponyo – uma amizade que veio do mar	Animação	Japão	Estrangeira	Playarte	Distribuição Nacional	37036	294874,72
2010	Praça Saens Peña	Ficção	Brasil	Brasileira	Moviemobz/RioFilme	Distribuição Nacional	2129	19046
2010	Preciosa: Uma História de Esperança	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	183470	1663118,31
2010	Predadores	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	406029	3574161
2010	Premonição 4	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	785259	8245200,21
2010	Procurando Elly	Ficção	França, Irã	Estrangeira	Imovision	Distribuição Nacional	18048	163861,76
2010	Programa Casé – o que a gente não inventa, não existe	Documentário	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	2346	17017
2010	Príncipe da Pérsia: as areias do tempo	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	1989213	17735314,25
2010	PS Eu te Amo	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	39	282
